order_id,week,comment
GC-102408,1,Found a cheaper service that I like better.
GC-114212,5,done
GC-100891,4,The meals just weren't very tasty. Cancelling for good.
GC-107611,4,The meals just weren't very tasty. Cancelling for good.
GC-111375,8,n/a
GC-104161,2,Money's tight after some unexpected bills. The recipes are wonderful though. Looking forward to returning.
GC-102072,1,Found a cheaper service that I like better.
GC-110917,6,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-108386,3,Overpriced compared to just buying groceries myself.
GC-107278,7,Money's tight after some unexpected bills. The recipes are wonderful though. Looking forward to returning.
GC-111909,6,Overpriced compared to just buying groceries myself.
GC-104587,4,Portions were small and the seasoning was bland. Disappointed.
GC-103378,3,The meals just weren't very tasty. Cancelling for good.
GC-104230,7,Overpriced compared to just buying groceries myself.
GC-113098,3,"Too many ingredients to prep, more work than it's worth."
GC-103356,5,Overpriced compared to just buying groceries myself.
GC-113153,2,"Too many ingredients to prep, more work than it's worth."
GC-104832,1,"Too many ingredients to prep, more work than it's worth."
GC-105328,1,Way too expensive for what you get. Not worth it.
GC-104137,2,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-112839,8,Packaging waste was excessive and it's not worth the price.
GC-107753,2,Found a cheaper service that I like better.
GC-112835,4,Packaging waste was excessive and it's not worth the price.
GC-113699,4,Packaging waste was excessive and it's not worth the price.
GC-113560,1,Quality went downhill and I'm done with it. Never again.
GC-110842,3,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-113353,2,Portions were small and the seasoning was bland. Disappointed.
GC-101141,6,The recipes got really repetitive and boring after a while.
GC-105952,1,Overpriced compared to just buying groceries myself.
GC-113810,3,no comment
GC-104821,6,The meals just weren't very tasty. Cancelling for good.
GC-100549,6,Found a cheaper service that I like better.
GC-111731,4,Overpriced compared to just buying groceries myself.
GC-106563,4,Portions were small and the seasoning was bland. Disappointed.
GC-102724,5,Portions were small and the seasoning was bland. Disappointed.
GC-110560,1,Found a cheaper service that I like better.
GC-105795,4,Honestly just not impressed with the food quality.
GC-113030,7,Way too expensive for what you get. Not worth it.
GC-102798,7,Portions were small and the seasoning was bland. Disappointed.
GC-109350,7,Way too expensive for what you get. Not worth it.
GC-109853,6,"The food quality is great, just need to cut back on spending until my finances recover."
GC-106602,3,Quality went downhill and I'm done with it. Never again.
GC-105549,6,Going through a medical treatment and can't manage cooking at the moment. Loved the quality. Looking forward to returning.
GC-114192,1,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-111363,4,The recipes got really repetitive and boring after a while.
GC-101050,3,The meals just weren't very tasty. Cancelling for good.
GC-104547,4,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-113869,6,Honestly just not impressed with the food quality.
GC-100989,6,Money's tight after some unexpected bills. The recipes are wonderful though. I'll come back once I can.
GC-102205,6,The recipes got really repetitive and boring after a while.
GC-112945,2,The recipes got really repetitive and boring after a while.
GC-104038,7,Overpriced compared to just buying groceries myself.
GC-106398,7,The meals just weren't very tasty. Cancelling for good.
GC-101402,3,Way too expensive for what you get. Not worth it.
GC-104685,6,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients.
GC-110850,3,Going through some personal stuff right now and need to step back for now. Loved the meals. I'll come back once I can.
GC-101472,1,Out of town for work for a while. Loved the variety and seasoning. Will resubscribe when things settle.
GC-109045,6,Packaging waste was excessive and it's not worth the price.
GC-111445,6,Portions were small and the seasoning was bland. Disappointed.
GC-103485,6,Some family circumstances mean I have to pause temporarily. The food was wonderful.
GC-105296,1,Honestly just not impressed with the food quality.
GC-106530,3,"The food quality is great, just need to cut back on spending until my finances recover. Will resubscribe when things settle."
GC-104771,4,Traveling for work for the next two months so I have to pause. The meals were fantastic. Hope to be back soon!
GC-111974,7,cancel
GC-106077,6,"The food quality is great, just need to cut back on spending until my finances recover. Hope to be back soon!"
GC-112631,8,Way too expensive for what you get. Not worth it.
GC-111074,3,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-105488,1,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients.
GC-100111,8,Quality went downhill and I'm done with it. Never again.
GC-109320,1,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. I'll come back once I can.
GC-108324,5,Packaging waste was excessive and it's not worth the price.
GC-103460,5,Quality went downhill and I'm done with it. Never again.
GC-114027,4,stop
GC-106802,3,Way too expensive for what you get. Not worth it.
GC-112372,5,"My schedule got really hectic this semester, just too busy to keep up. Great variety though."
GC-112654,7,Packaging waste was excessive and it's not worth the price.
GC-103298,3,n/a
GC-106257,2,no
GC-102247,8,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious. Hope to be back soon!
GC-100633,2,"Too many ingredients to prep, more work than it's worth."
GC-101384,1,New shift means I'm never home for dinner. I really enjoyed the recipes.
GC-103559,8,The meals just weren't very tasty. Cancelling for good.
GC-113032,1,Portions were small and the seasoning was bland. Disappointed.
GC-101953,2,-
GC-100387,4,Honestly just not impressed with the food quality.
GC-113816,1,"Too many ingredients to prep, more work than it's worth."
GC-104148,5,cancel
GC-103873,2,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Looking forward to returning.
GC-106255,8,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. I'll come back once I can.
GC-111597,6,The recipes got really repetitive and boring after a while.
GC-104432,1,Packaging waste was excessive and it's not worth the price.
GC-104950,7,Packaging waste was excessive and it's not worth the price.
GC-111826,3,Found a cheaper service that I like better.
GC-106720,1,Portions were small and the seasoning was bland. Disappointed.
GC-100877,6,Found a cheaper service that I like better.
GC-113364,5,Found a cheaper service that I like better.
GC-103291,4,Portions were small and the seasoning was bland. Disappointed.
GC-107079,8,Quality went downhill and I'm done with it. Never again.
GC-106155,4,Honestly just not impressed with the food quality.
GC-106646,7,The recipes got really repetitive and boring after a while.
GC-105663,8,Quality went downhill and I'm done with it. Never again.
GC-101621,6,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Hope to be back soon!
GC-102026,3,Portions were small and the seasoning was bland. Disappointed.
GC-113980,5,"Too many ingredients to prep, more work than it's worth."
GC-108500,5,n/a
GC-107710,7,Way too expensive for what you get. Not worth it.
GC-106547,4,The meals just weren't very tasty. Cancelling for good.
GC-103865,2,The recipes got really repetitive and boring after a while.
GC-102130,3,Packaging waste was excessive and it's not worth the price.
GC-108525,6,Found a cheaper service that I like better.
GC-111464,1,Way too expensive for what you get. Not worth it.
GC-106921,2,stop
GC-103978,3,The recipes got really repetitive and boring after a while.
GC-101311,8,New shift means I'm never home for dinner. I really enjoyed the recipes. Hope to be back soon!
GC-109453,6,Portions were small and the seasoning was bland. Disappointed.
GC-100872,1,Found a cheaper service that I like better.
GC-109618,3,Portions were small and the seasoning was bland. Disappointed.
GC-113173,6,Found a cheaper service that I like better.
GC-100185,2,Overpriced compared to just buying groceries myself.
GC-101930,3,Some family circumstances mean I have to pause temporarily. The food was wonderful. I'll come back once I can.
GC-106061,6,quit
GC-102181,6,Quality went downhill and I'm done with it. Never again.
GC-113944,1,Found a cheaper service that I like better.
GC-102134,7,Quality went downhill and I'm done with it. Never again.
GC-107630,7,I absolutely love these meals but money is really tight right now and I can't afford it this month. Hope to be back soon!
GC-102348,5,Honestly just not impressed with the food quality.
GC-112963,4,The recipes got really repetitive and boring after a while.
GC-114211,4,Portions were small and the seasoning was bland. Disappointed.
GC-102479,8,no comment
GC-108020,5,Packaging waste was excessive and it's not worth the price.
GC-111757,6,.
GC-112861,6,The recipes got really repetitive and boring after a while.
GC-112012,5,"Too many ingredients to prep, more work than it's worth."
GC-109488,1,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Hope to be back soon!
GC-104509,6,"Too many ingredients to prep, more work than it's worth."
GC-113652,5,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Will resubscribe when things settle.
GC-113913,2,Packaging waste was excessive and it's not worth the price.
GC-109949,6,Found a cheaper service that I like better.
GC-113535,8,The meals just weren't very tasty. Cancelling for good.
GC-102591,8,"Too many ingredients to prep, more work than it's worth."
GC-107287,8,Portions were small and the seasoning was bland. Disappointed.
GC-104854,7,Money's tight after some unexpected bills. The recipes are wonderful though. Hope to be back soon!
GC-111978,3,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Hope to be back soon!
GC-103934,7,Overpriced compared to just buying groceries myself.
GC-105118,7,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-107343,8,"The food quality is great, just need to cut back on spending until my finances recover. Hope to be back soon!"
GC-102554,3,Quality went downhill and I'm done with it. Never again.
GC-111460,5,Packaging waste was excessive and it's not worth the price.
GC-104273,2,Found a cheaper service that I like better.
GC-113892,5,The meals just weren't very tasty. Cancelling for good.
GC-105706,3,The meals just weren't very tasty. Cancelling for good.
GC-114165,6,Going through some personal stuff right now and need to step back for now. Loved the meals. Hope to be back soon!
GC-103179,4,Some family circumstances mean I have to pause temporarily. The food was wonderful. Hope to be back soon!
GC-104538,3,Packaging waste was excessive and it's not worth the price.
GC-105466,3,Way too expensive for what you get. Not worth it.
GC-104846,7,The recipes got really repetitive and boring after a while.
GC-101036,5,Way too expensive for what you get. Not worth it.
GC-102632,1,Honestly just not impressed with the food quality.
GC-102794,3,Overpriced compared to just buying groceries myself.
GC-105479,8,Portions were small and the seasoning was bland. Disappointed.
GC-104625,2,The recipes got really repetitive and boring after a while.
GC-105270,7,"The food quality is great, just need to cut back on spending until my finances recover."
GC-105697,2,"Too many ingredients to prep, more work than it's worth."
GC-108624,1,Found a cheaper service that I like better.
GC-111743,8,New shift means I'm never home for dinner. I really enjoyed the recipes.
GC-106379,4,"Too many ingredients to prep, more work than it's worth."
GC-105755,4,Going through some personal stuff right now and need to step back for now. Loved the meals. Looking forward to returning.
GC-100883,4,Overpriced compared to just buying groceries myself.
GC-105117,6,Found a cheaper service that I like better.
GC-111135,8,"The food quality is great, just need to cut back on spending until my finances recover."
GC-102491,4,Honestly just not impressed with the food quality.
GC-106086,7,Portions were small and the seasoning was bland. Disappointed.
GC-110463,8,Quality went downhill and I'm done with it. Never again.
GC-109126,7,Portions were small and the seasoning was bland. Disappointed.
GC-101104,1,Way too expensive for what you get. Not worth it.
GC-101415,8,Packaging waste was excessive and it's not worth the price.
GC-113601,2,Overpriced compared to just buying groceries myself.
GC-102184,1,Found a cheaper service that I like better.
GC-103213,6,Overpriced compared to just buying groceries myself.
GC-107426,3,Honestly just not impressed with the food quality.
GC-113968,1,Quality went downhill and I'm done with it. Never again.
GC-107781,6,The meals just weren't very tasty. Cancelling for good.
GC-104563,4,The recipes got really repetitive and boring after a while.
GC-108631,8,Honestly just not impressed with the food quality.
GC-110360,1,Honestly just not impressed with the food quality.
GC-101034,3,Portions were small and the seasoning was bland. Disappointed.
GC-105629,6,Honestly just not impressed with the food quality.
GC-110528,1,"Too many ingredients to prep, more work than it's worth."
GC-103230,7,Way too expensive for what you get. Not worth it.
GC-100000,1,done
GC-102280,1,Overpriced compared to just buying groceries myself.
GC-108314,3,I absolutely love these meals but money is really tight right now and I can't afford it this month. Hope to be back soon!
GC-101592,1,Packaging waste was excessive and it's not worth the price.
GC-100835,4,The recipes got really repetitive and boring after a while.
GC-110008,1,Packaging waste was excessive and it's not worth the price.
GC-113505,2,The recipes got really repetitive and boring after a while.
GC-110081,2,Portions were small and the seasoning was bland. Disappointed.
GC-101584,1,The recipes got really repetitive and boring after a while.
GC-101763,4,Way too expensive for what you get. Not worth it.
GC-105226,3,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Will resubscribe when things settle.
GC-111645,6,Quality went downhill and I'm done with it. Never again.
GC-111935,8,I absolutely love these meals but money is really tight right now and I can't afford it this month. Hope to be back soon!
GC-106503,8,"The food quality is great, just need to cut back on spending until my finances recover. Will resubscribe when things settle."
GC-110300,5,"The food quality is great, just need to cut back on spending until my finances recover. Hope to be back soon!"
GC-108361,2,Packaging waste was excessive and it's not worth the price.
GC-108564,5,Quality went downhill and I'm done with it. Never again.
GC-109696,1,Quality went downhill and I'm done with it. Never again.
GC-100452,5,Found a cheaper service that I like better.
GC-108000,1,Way too expensive for what you get. Not worth it.
GC-107488,1,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Looking forward to returning.
GC-106678,7,done
GC-112238,7,Money's tight after some unexpected bills. The recipes are wonderful though. Hope to be back soon!
GC-107183,8,done
GC-104199,8,Quality went downhill and I'm done with it. Never again.
GC-101234,3,Portions were small and the seasoning was bland. Disappointed.
GC-103292,5,"Too many ingredients to prep, more work than it's worth."
GC-103705,2,Money's tight after some unexpected bills. The recipes are wonderful though. Hope to be back soon!
GC-103929,2,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-102732,5,"The food quality is great, just need to cut back on spending until my finances recover. Hope to be back soon!"
GC-105334,7,done
GC-102156,5,Packaging waste was excessive and it's not worth the price.
GC-104412,5,n/a
GC-110007,8,The meals just weren't very tasty. Cancelling for good.
GC-100834,3,Portions were small and the seasoning was bland. Disappointed.
GC-107046,7,The recipes got really repetitive and boring after a while.
GC-105805,6,The meals just weren't very tasty. Cancelling for good.
GC-111494,7,Way too expensive for what you get. Not worth it.
GC-112382,7,Honestly just not impressed with the food quality.
GC-106608,1,Money's tight after some unexpected bills. The recipes are wonderful though. Will resubscribe when things settle.
GC-114002,3,The meals just weren't very tasty. Cancelling for good.
GC-105077,6,Packaging waste was excessive and it's not worth the price.
GC-102991,8,Honestly just not impressed with the food quality.
GC-102518,7,Overpriced compared to just buying groceries myself.
GC-106102,7,"Too many ingredients to prep, more work than it's worth."
GC-106018,3,Overpriced compared to just buying groceries myself.
GC-111860,5,I absolutely love these meals but money is really tight right now and I can't afford it this month. Hope to be back soon!
GC-110594,3,The recipes got really repetitive and boring after a while.
GC-107638,7,The recipes got really repetitive and boring after a while.
GC-113855,8,Portions were small and the seasoning was bland. Disappointed.
GC-110936,1,"Too many ingredients to prep, more work than it's worth."
GC-106299,4,n/a
GC-109570,3,Packaging waste was excessive and it's not worth the price.
GC-100884,5,"Relocating for work, changing address soon. Really enjoyed the organic ingredients."
GC-110995,4,Overpriced compared to just buying groceries myself.
GC-106068,5,"My schedule got really hectic this semester, just too busy to keep up. Great variety though. Looking forward to returning."
GC-106249,2,none
GC-113078,7,Quality went downhill and I'm done with it. Never again.
GC-108520,1,Portions were small and the seasoning was bland. Disappointed.
GC-110341,6,stop
GC-113154,3,"The food quality is great, just need to cut back on spending until my finances recover."
GC-109722,3,Way too expensive for what you get. Not worth it.
GC-110700,5,Way too expensive for what you get. Not worth it.
GC-112977,2,"Too many ingredients to prep, more work than it's worth."
GC-102086,7,Packaging waste was excessive and it's not worth the price.
GC-106039,8,no
GC-105422,7,Honestly just not impressed with the food quality.
GC-109239,8,Portions were small and the seasoning was bland. Disappointed.
GC-111454,7,Packaging waste was excessive and it's not worth the price.
GC-106362,3,Packaging waste was excessive and it's not worth the price.
GC-106568,1,Packaging waste was excessive and it's not worth the price.
GC-101766,7,The meals just weren't very tasty. Cancelling for good.
GC-100972,5,Overpriced compared to just buying groceries myself.
GC-107070,7,stop
GC-102353,2,The recipes got really repetitive and boring after a while.
GC-100869,6,done
GC-100239,8,I absolutely love these meals but money is really tight right now and I can't afford it this month. Hope to be back soon!
GC-104515,4,no comment
GC-109978,3,done
GC-109430,7,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious.
GC-108919,8,Portions were small and the seasoning was bland. Disappointed.
GC-109530,3,Honestly just not impressed with the food quality.
GC-104505,2,The recipes got really repetitive and boring after a while.
GC-106551,8,The meals just weren't very tasty. Cancelling for good.
GC-101446,7,Quality went downhill and I'm done with it. Never again.
GC-106108,5,Packaging waste was excessive and it's not worth the price.
GC-103017,2,The meals just weren't very tasty. Cancelling for good.
GC-112986,3,Quality went downhill and I'm done with it. Never again.
GC-110016,1,none
GC-109574,7,Found a cheaper service that I like better.
GC-107277,6,Found a cheaper service that I like better.
GC-112554,3,Overpriced compared to just buying groceries myself.
GC-112638,7,The meals just weren't very tasty. Cancelling for good.
GC-111780,5,Found a cheaper service that I like better.
GC-103170,3,Way too expensive for what you get. Not worth it.
GC-112641,2,Honestly just not impressed with the food quality.
GC-112466,3,Quality went downhill and I'm done with it. Never again.
GC-102643,4,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. I'll come back once I can.
GC-102138,3,Honestly just not impressed with the food quality.
GC-100670,7,Way too expensive for what you get. Not worth it.
GC-106793,2,Way too expensive for what you get. Not worth it.
GC-110102,7,The meals just weren't very tasty. Cancelling for good.
GC-111546,3,"My schedule got really hectic this semester, just too busy to keep up. Great variety though. I'll come back once I can."
GC-110751,8,The meals just weren't very tasty. Cancelling for good.
GC-105165,6,Way too expensive for what you get. Not worth it.
GC-109066,3,The recipes got really repetitive and boring after a while.
GC-108657,2,Overpriced compared to just buying groceries myself.
GC-111032,1,The recipes got really repetitive and boring after a while.
GC-110792,1,.
GC-104318,7,The meals just weren't very tasty. Cancelling for good.
GC-113686,7,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. I'll come back once I can.
GC-111547,4,no comment
GC-109447,8,Found a cheaper service that I like better.
GC-107679,8,The recipes got really repetitive and boring after a while.
GC-112085,6,The meals just weren't very tasty. Cancelling for good.
GC-100344,1,The recipes got really repetitive and boring after a while.
GC-113509,6,Packaging waste was excessive and it's not worth the price.
GC-109889,2,Honestly just not impressed with the food quality.
GC-105884,5,The meals just weren't very tasty. Cancelling for good.
GC-111911,8,Found a cheaper service that I like better.
GC-107149,6,Found a cheaper service that I like better.
GC-112853,6,The recipes got really repetitive and boring after a while.
GC-105063,8,Money's tight after some unexpected bills. The recipes are wonderful though. I'll come back once I can.
GC-113201,2,I absolutely love these meals but money is really tight right now and I can't afford it this month. Hope to be back soon!
GC-111296,1,The recipes got really repetitive and boring after a while.
GC-111803,4,The recipes got really repetitive and boring after a while.
GC-113068,5,Portions were small and the seasoning was bland. Disappointed.
GC-100973,6,Money's tight after some unexpected bills. The recipes are wonderful though. Will resubscribe when things settle.
GC-113347,4,The meals just weren't very tasty. Cancelling for good.
GC-109516,5,Overpriced compared to just buying groceries myself.
GC-102718,7,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-102288,1,Money's tight after some unexpected bills. The recipes are wonderful though. Hope to be back soon!
GC-109523,4,Way too expensive for what you get. Not worth it.
GC-107438,7,Packaging waste was excessive and it's not worth the price.
GC-111122,3,The recipes got really repetitive and boring after a while.
GC-104297,2,"Too many ingredients to prep, more work than it's worth."
GC-105097,2,Quality went downhill and I'm done with it. Never again.
GC-108533,6,Way too expensive for what you get. Not worth it.
GC-105001,2,Packaging waste was excessive and it's not worth the price.
GC-108094,7,The meals just weren't very tasty. Cancelling for good.
GC-113690,3,Quality went downhill and I'm done with it. Never again.
GC-109141,6,Honestly just not impressed with the food quality.
GC-104673,2,The recipes got really repetitive and boring after a while.
GC-111156,5,Quality went downhill and I'm done with it. Never again.
GC-111443,4,"The food quality is great, just need to cut back on spending until my finances recover. Will resubscribe when things settle."
GC-112002,3,Overpriced compared to just buying groceries myself.
GC-106631,8,Going through some personal stuff right now and need to step back for now. Loved the meals.
GC-108719,8,The recipes got really repetitive and boring after a while.
GC-103551,8,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-112579,4,"The food quality is great, just need to cut back on spending until my finances recover. Will resubscribe when things settle."
GC-106266,3,"Too many ingredients to prep, more work than it's worth."
GC-108448,1,The meals just weren't very tasty. Cancelling for good.
GC-105737,2,The meals just weren't very tasty. Cancelling for good.
GC-113665,2,Going through a medical treatment and can't manage cooking at the moment. Loved the quality.
GC-110317,6,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients.
GC-110351,8,Overpriced compared to just buying groceries myself.
GC-100720,1,none
GC-105823,8,"Too many ingredients to prep, more work than it's worth."
GC-106023,8,Overpriced compared to just buying groceries myself.
GC-110947,4,Quality went downhill and I'm done with it. Never again.
GC-111124,5,Recovering from surgery and my doctor changed my diet for now. The meals were great while they lasted. Hope to be back soon!
GC-101679,8,done
GC-108368,1,Quality went downhill and I'm done with it. Never again.
GC-110625,2,The meals just weren't very tasty. Cancelling for good.
GC-101514,3,New shift means I'm never home for dinner. I really enjoyed the recipes. Will resubscribe when things settle.
GC-104584,1,"Too many ingredients to prep, more work than it's worth."
GC-111828,5,Quality went downhill and I'm done with it. Never again.
GC-111090,3,Overpriced compared to just buying groceries myself.
GC-108902,7,Found a cheaper service that I like better.
GC-106726,7,Honestly just not impressed with the food quality.
GC-114152,1,"Too many ingredients to prep, more work than it's worth."
GC-100247,8,Portions were small and the seasoning was bland. Disappointed.
GC-109562,3,Expecting a newborn soon and need to scale back for now. Loved the meals. I'll come back once I can.
GC-103545,2,Portions were small and the seasoning was bland. Disappointed.
GC-112515,4,Way too expensive for what you get. Not worth it.
GC-113768,1,The recipes got really repetitive and boring after a while.
GC-103051,4,Honestly just not impressed with the food quality.
GC-103511,8,Honestly just not impressed with the food quality.
GC-103150,7,"Too many ingredients to prep, more work than it's worth."
GC-108267,4,Portions were small and the seasoning was bland. Disappointed.
GC-111141,6,Honestly just not impressed with the food quality.
GC-101010,3,Honestly just not impressed with the food quality.
GC-108572,5,Portions were small and the seasoning was bland. Disappointed.
GC-105007,8,"Too many ingredients to prep, more work than it's worth."
GC-113086,7,Overpriced compared to just buying groceries myself.
GC-113398,7,The recipes got really repetitive and boring after a while.
GC-100143,8,Overpriced compared to just buying groceries myself.
GC-111109,6,.
GC-101183,8,Overpriced compared to just buying groceries myself.
GC-112606,7,Quality went downhill and I'm done with it. Never again.
GC-102344,1,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Will resubscribe when things settle.
GC-107048,1,Honestly just not impressed with the food quality.
GC-104718,7,cancel
GC-101774,7,"The food quality is great, just need to cut back on spending until my finances recover. Hope to be back soon!"
GC-101880,1,I absolutely love these meals but money is really tight right now and I can't afford it this month. I'll come back once I can.
GC-102262,7,Found a cheaper service that I like better.
GC-112424,1,Portions were small and the seasoning was bland. Disappointed.
GC-105940,5,The meals just weren't very tasty. Cancelling for good.
GC-101479,8,Found a cheaper service that I like better.
GC-106443,4,Packaging waste was excessive and it's not worth the price.
GC-112865,2,Quality went downhill and I'm done with it. Never again.
GC-109144,1,Way too expensive for what you get. Not worth it.
GC-111763,4,Honestly just not impressed with the food quality.
GC-108993,2,"The food quality is great, just need to cut back on spending until my finances recover. I'll come back once I can."
GC-100259,4,"Too many ingredients to prep, more work than it's worth."
GC-109579,4,"Too many ingredients to prep, more work than it's worth."
GC-111128,1,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious. Hope to be back soon!
GC-112250,3,Packaging waste was excessive and it's not worth the price.
GC-101449,2,Recovering from surgery and my doctor changed my diet for now. The meals were great while they lasted.
GC-107273,2,"The food quality is great, just need to cut back on spending until my finances recover. Will resubscribe when things settle."
GC-101222,7,New shift means I'm never home for dinner. I really enjoyed the recipes. Will resubscribe when things settle.
GC-113814,7,The recipes got really repetitive and boring after a while.
GC-104315,4,done
GC-102031,8,Overpriced compared to just buying groceries myself.
GC-113966,7,Quality went downhill and I'm done with it. Never again.
GC-112056,1,Found a cheaper service that I like better.
GC-103757,6,The recipes got really repetitive and boring after a while.
GC-112442,3,"Too many ingredients to prep, more work than it's worth."
GC-106354,3,Going through a medical treatment and can't manage cooking at the moment. Loved the quality. Looking forward to returning.
GC-101694,7,Found a cheaper service that I like better.
GC-102577,2,Honestly just not impressed with the food quality.
GC-102675,4,Packaging waste was excessive and it's not worth the price.
GC-109007,8,Quality went downhill and I'm done with it. Never again.
GC-104788,5,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Looking forward to returning.
GC-113741,6,The meals just weren't very tasty. Cancelling for good.
GC-113437,6,The meals just weren't very tasty. Cancelling for good.
GC-106304,1,Overpriced compared to just buying groceries myself.
GC-110545,2,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious. Will resubscribe when things settle.
GC-109922,3,The meals just weren't very tasty. Cancelling for good.
GC-104460,5,Packaging waste was excessive and it's not worth the price.
GC-108503,8,The meals just weren't very tasty. Cancelling for good.
GC-107450,3,Portions were small and the seasoning was bland. Disappointed.
GC-106951,8,Money's tight after some unexpected bills. The recipes are wonderful though. I'll come back once I can.
GC-101883,4,The meals just weren't very tasty. Cancelling for good.
GC-112245,6,The meals just weren't very tasty. Cancelling for good.
GC-111764,5,Portions were small and the seasoning was bland. Disappointed.
GC-101313,2,done
GC-101872,1,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients.
GC-113891,4,Going through some personal stuff right now and need to step back for now. Loved the meals. I'll come back once I can.
GC-109754,3,Overpriced compared to just buying groceries myself.
GC-106684,5,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients.
GC-100310,7,-
GC-106554,3,"Too many ingredients to prep, more work than it's worth."
GC-107229,6,"Too many ingredients to prep, more work than it's worth."
GC-100200,1,Honestly just not impressed with the food quality.
GC-109850,3,Quality went downhill and I'm done with it. Never again.
GC-104596,5,Honestly just not impressed with the food quality.
GC-112360,1,New shift means I'm never home for dinner. I really enjoyed the recipes.
GC-110657,2,The recipes got really repetitive and boring after a while.
GC-104400,1,n/a
GC-110362,3,Honestly just not impressed with the food quality.
GC-105852,5,Honestly just not impressed with the food quality.
GC-114042,3,New shift means I'm never home for dinner. I really enjoyed the recipes.
GC-107178,3,The recipes got really repetitive and boring after a while.
GC-100668,5,-
GC-101972,5,Way too expensive for what you get. Not worth it.
GC-102063,8,The meals just weren't very tasty. Cancelling for good.
GC-113226,3,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients.
GC-102658,3,The meals just weren't very tasty. Cancelling for good.
GC-108154,3,Found a cheaper service that I like better.
GC-112061,6,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-111415,8,Honestly just not impressed with the food quality.
GC-104185,2,Packaging waste was excessive and it's not worth the price.
GC-103224,1,"Too many ingredients to prep, more work than it's worth."
GC-103462,7,no
GC-104399,8,Honestly just not impressed with the food quality.
GC-107788,5,Found a cheaper service that I like better.
GC-109707,4,Quality went downhill and I'm done with it. Never again.
GC-105713,2,Honestly just not impressed with the food quality.
GC-113916,5,Found a cheaper service that I like better.
GC-102796,5,Way too expensive for what you get. Not worth it.
GC-111249,2,Traveling for work for the next two months so I have to pause. The meals were fantastic. I'll come back once I can.
GC-101894,7,Way too expensive for what you get. Not worth it.
GC-111377,2,Money's tight after some unexpected bills. The recipes are wonderful though. Will resubscribe when things settle.
GC-107892,5,done
GC-100370,3,no
GC-110291,4,Portions were small and the seasoning was bland. Disappointed.
GC-102150,7,stop
GC-105086,7,Packaging waste was excessive and it's not worth the price.
GC-109174,7,Packaging waste was excessive and it's not worth the price.
GC-106310,7,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients.
GC-105824,1,Honestly just not impressed with the food quality.
GC-114159,8,Found a cheaper service that I like better.
GC-113672,1,done
GC-109871,8,Way too expensive for what you get. Not worth it.
GC-108413,6,New shift means I'm never home for dinner. I really enjoyed the recipes. I'll come back once I can.
GC-112923,4,"My schedule got really hectic this semester, just too busy to keep up. Great variety though. I'll come back once I can."
GC-111587,4,Way too expensive for what you get. Not worth it.
GC-110154,3,Out of town for work for a while. Loved the variety and seasoning.
GC-112451,4,Portions were small and the seasoning was bland. Disappointed.
GC-110325,6,Going through some personal stuff right now and need to step back for now. Loved the meals.
GC-104522,3,Health issue means I need a different diet temporarily. Wonderful food otherwise.
GC-113998,7,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Will resubscribe when things settle.
GC-112990,7,Portions were small and the seasoning was bland. Disappointed.
GC-107254,7,The recipes got really repetitive and boring after a while.
GC-110530,3,Way too expensive for what you get. Not worth it.
GC-110557,6,Portions were small and the seasoning was bland. Disappointed.
GC-103050,3,Way too expensive for what you get. Not worth it.
GC-113987,4,The recipes got really repetitive and boring after a while.
